Column_1,Column_2,Column_3,Column_4,Column_5
0.7201326762789236,0.06971447355414384,0.052174625463698665,0.29253413737808687,0.3001163086075874
0.46775637368848866,0.1351727774341267,0.4484102278625567,0.9493450929705909,0.265105018758665
0.14743213111862563,0.5916971453569878,0.9022145979608691,0.018492038835163704,0.008544618831972661
0.07892682361420722,0.9666079414571952,0.2998299717996826,0.0749250627632504,0.9614499469052322
0.12337989835772001,0.428727390038511,0.47558778079602093,0.00907641202695686,0.9534650091875992
0.6037883881709716,0.6700966463199248,0.650880650958742,0.8786165393021532,0.7747260862653983
0.02704320747598854,0.29426145351500754,0.11446591792614635,0.09268692952336066,0.3880503710470439
0.5954819020590711,0.5379357296892403,0.520070274938272,0.33501759718221336,0.7640536919686082
0.20610963686131478,0.14656838730074417,0.5380879262790259,0.8969014107889083,0.230712288725045
0.0780325486200818,0.774285354820734,0.8674553451877751,0.5087429072145557,0.1649711272022093
0.012933234178761577,0.6583784489181916,0.3654506191176867,0.20258464834998946,0.97083331790632
0.1135216092817346,0.863384064632928,0.06796340308996685,0.61033707241566,0.2881216471454292
0.25099668700020883,0.4605808261938399,0.39365296796339333,0.6512588354048877,0.9744814124633673
0.6480741578990016,0.5248624357917058,0.4768329052599949,0.9282434608628923,0.39849795338276983
0.95622064324705,0.2981455887374518,0.8734131728138051,0.7844719472870487,0.4803675266903189
0.025556591737883494,0.8214438438760707,0.5638861466871629,0.8431793256411255,0.543170133581562
0.7025205791940445,0.33296102332790234,0.983866942682411,0.11947847446669102,0.5484298753776167
0.9615664506280773,0.15100567772960216,0.41234605876408803,0.8870497749575453,0.8456712716178212
0.6473841166096547,0.6105245087771594,0.5223560005044965,0.31440306299184906,0.7268401543438293
0.995504383096418,0.6628829864304847,0.38583401168831144,0.8229299288292293,0.5867824811243483
0.948265052708652,0.3440642587208448,0.46713595142641084,0.9297872870881594,0.4826016363452401
0.9457398903283151,0.362194771136929,0.3797454034228862,0.8491087867425978,0.19788081253605372
0.05733183292153543,0.35166978289556605,0.6472820270855515,0.6346499228423358,0.9254936823648385
0.8228041354272421,0.47136782873279703,0.4478554105336182,0.1611706006280681,0.7440346612931908
0.4251671177203611,0.7984413765646977,0.4752388707193683,0.4991759107923657,0.8693307063529394
0.12875798812861516,0.09455063103457395,0.48839231256359217,0.3912772323398722,0.5132068752338469
0.31433629276353736,0.07885267533626883,0.7082908604931583,0.4817762928843361,0.4075303274902524
0.20138352125691428,0.45608953398481167,0.13638693465035578,0.29393695525074126,0.36540716264794737
0.4587456036286395,0.026963978906178854,0.2673298195800299,0.686146516650151,0.686811439155182
0.6495799056084978,0.8429127075092224,0.7966339573689316,0.45341286273398385,0.24752438935949272
0.6365321585396146,0.3533445100062441,0.12611886946328243,0.9572574675257869,0.24658840112751257
0.3754945379508262,0.3055545364752136,0.9165095388450366,0.1919545623249319,0.2765527021475348
0.33970860302554307,0.7955044661379734,0.6901135729259087,0.509415070590106,0.641434153776115
0.9366475128022903,0.8130646984658929,0.6074567353547349,0.755599011356003,0.29702866540967054
0.8606159785304738,0.16743508321312217,0.8318913113463638,0.8996671518487389,0.28830553113653146
0.09727186674621302,0.24236378958168192,0.543043805920863,0.2366246875970882,0.8766569629554225
0.11241351086842832,0.2615195922629815,0.9460194673099053,0.45074267002379076,0.20610936753825992
0.17021667535987928,0.3503028423206066,0.5143155863567119,0.7536103819923133,0.2731946026469312
0.5783448828615871,0.35941348874720824,0.6064309509941869,0.06587775178596067,0.16099517645091344
0.30721814941641346,0.8873950816339784,0.8412631695914554,0.8551990758383021,0.996955633764823
0.09645410536353183,0.6558561278768965,0.47174352231787786,0.9939939606365154,0.5224803505881213
0.2824880046529741,0.40993189396891005,0.9575213073658743,0.5431445780375578,0.5956092110541905
0.963013308230683,0.03382611963580051,0.5186669855862018,0.765427712425714,0.6754736214662559
0.8206213457424183,0.310696449256773,0.5799108463709063,0.9695929516709724,0.7196596709855069
0.7932954215792216,0.5476736358255379,0.0773612539311378,0.04941677308041814,0.8571461414491612
0.006414981680433418,0.4803522332586444,0.1642690034008023,0.62368863909125,0.8535511492197494
0.6431680594678186,0.752382194694277,0.061149702517085625,0.43922109438434687,0.6316607780608765
0.3354757800723619,0.04316450348616285,0.8704475890183133,0.5896245546292641,0.34900997596765415
0.16572249166707598,0.5541520556686139,0.9523558347338168,0.30847581860970874,0.1177899281184085
0.3756488947413136,0.4864769253803275,0.3971456548668625,0.26223302058979325,0.5715254629879543
0.719667333151679,0.17084715401791273,0.9984835566571886,0.81130599247484,0.9399995542219931
0.20488637125206333,0.137988665226645,0.13246622798747887,0.40594390976613126,0.8853511478343179
0.11678551923225156,0.3750174336273312,0.2145036012976166,0.8469937283006533,0.3654160208122793
0.9794066814669329,0.63499416570591,0.49206432058618477,0.14872608349044403,0.7197536841903558
0.4633249637381779,0.8046554429105421,0.06735186268047799,0.7529213184946468,0.6930844571619066
0.38650097543537987,0.1531848998052442,0.9577627317692716,0.9437026417615753,0.9014259887279626
0.28280856598746307,0.7083969646829542,0.4978779741117063,0.7535852268205274,0.26110981194267224
0.6670047765363447,0.965249107040848,0.17463743955383892,0.427824519718338,0.513725624684884
0.4287080082358684,0.926025173959187,0.7540133580763657,0.34971721807710343,0.8620181724938872
0.8325008468218319,0.3764012131659804,0.9421662975532545,0.04994135256768728,0.6921060849873408
0.5109162803261229,0.27380369052634146,0.6553462705890655,0.3764935936498133,0.4536692054609377
0.2627916624502683,0.1647443787448385,0.06648461330042121,0.7966486983424447,0.5048757000491735
0.845501140145156,0.5358218659297731,0.6415575733122878,0.4259587848558871,0.6827934119948036
0.6115263864259392,0.92867061749064,0.3961338686973561,0.8139909798719817,0.8562103798962152
0.5163321700994151,0.26419587899600083,0.7865745775202531,0.3296020797323359,0.42792380472777813
0.3457756382848167,0.5566452473160618,0.8424600786759662,0.35624740434530044,0.8824784790510363
0.23829131932823788,0.28685746173542237,0.97630749045827,0.7431824881726411,0.5817481969344498
